Alkene+Halide+Heterocycle,Unknown,High,Low,Medium,0.67,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Heterocycle,Heterocyclic Compound,Low,Low,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Aldehyde+Ketone,Unknown,Medium,Low,Low,0.68,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Low,Medium,0.81,Seen,Rule-consistent known chemical class,Yes
Ether+Sulfonamide,Unknown,Medium,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Medium,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Thiol,Thiol Compound,Medium,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.79,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Aldehyde,Unknown,Medium,Medium,Low,0.44,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Low,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Amide+Ketone,Unknown,Low,High,High,0.57,Novel,Predicted theoretical compound,No
Acid Chloride+Thiol,Unknown,Medium,Medium,Low,0.51,Novel,Predicted theoretical compound,No
Amide+Aromatic Ring+Carboxylic Acid,Unknown,Low,High,High,0.46,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.58,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.4,Novel,Predicted theoretical compound,No
Ketone+Nitro+Sulfonamide,Unknown,High,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Medium,Medium,0.8,Seen,Rule-consistent known chemical class,Yes
Sulfide,Sulfide Compound,Medium,Low,Medium,0.94,Seen,Rule-consistent known chemical class,Yes
Alkyne+Phenol+Thiol,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.57,Novel,Predicted theoretical compound,No
Ketone+Nitro+Sulfonamide,Unknown,High,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Ether+Nitrile,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Medium,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Alkyne+Ketone,Unknown,Low,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Alkyne+Nitro+Sulfonamide,Unknown,High,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Alcohol+Ether,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Alcohol+Sulfide,Unknown,Medium,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Aldehyde+Amide+Aromatic Ring,Unknown,Low,Low,High,0.69,Novel,Predicted theoretical compound,No
Aromatic Ring+Heterocycle,Unknown,Medium,Low,High,0.51,Novel,Predicted theoretical compound,No
Acid Chloride+Alcohol+Amide,Unknown,Low,High,High,0.52,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Acid Chloride,Acid Chloride,Medium,Low,Low,0.93,Seen,Rule-consistent known chemical class,Yes
Ester+Ketone+Thiol,Unknown,Medium,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Low,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Alkyne+Sulfonamide,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alkyne+Ketone,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Aromatic Ring+Ether+Nitrile,Unknown,Medium,Low,High,0.5,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Ester+Nitrile+Phenol,Unknown,Medium,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Alkene+Aromatic Ring+Nitrile,Unknown,Medium,Low,High,0.41,Novel,Predicted theoretical compound,No
Acid Chloride+Halide+Ketone,Unknown,High,Medium,Low,0.59,Novel,Predicted theoretical compound,No
Alcohol+Ketone,Unknown,Medium,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Amine+Phenol,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Medium,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Acid Chloride,Acid Chloride,Low,Low,Low,0.87,Seen,Rule-consistent known chemical class,Yes
Heterocycle+Nitro,Unknown,High,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.7,Novel,Predicted theoretical compound,No
Ether+Halide+Ketone,Unknown,High,Low,Medium,0.67,Novel,Predicted theoretical compound,No
Amine+Aromatic Ring,Unknown,Low,Low,High,0.41,Novel,Predicted theoretical compound,No
Aromatic Ring+Halide+Nitro,Unknown,High,Low,High,0.5,Novel,Predicted theoretical compound,No
Alkyne+Amide,Unknown,Low,High,High,0.66,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Nitrile+Phenol,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.63,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Medium,Medium,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alkyne+Phenol,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Nitro+Thiol,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Medium,Low,0.89,Seen,Rule-consistent known chemical class,Yes
Amide+Aromatic Ring,Unknown,Medium,Low,High,0.43,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Ketone+Sulfide,Unknown,Medium,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Amine+Ester,Unknown,Low,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Low,Medium,0.88,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Alkyne,Unknown,Low,Medium,Low,0.69,Novel,Predicted theoretical compound,No
Aldehyde+Amide+Aromatic Ring,Unknown,Medium,Low,High,0.63,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Low,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Alkene+Carboxylic Acid,Unknown,Medium,High,Medium,0.58,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ester,Unknown,Low,High,Medium,0.63,Novel,Predicted theoretical compound,No
Nitro+Thiol,Unknown,Medium,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Alkene+Amine+Ether,Unknown,Medium,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Low,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Alkene+Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.59,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid+Ether,Unknown,Low,High,Medium,0.49,Novel,Predicted theoretical compound,No
Carboxylic Acid+Heterocycle+Ketone,Unknown,Medium,High,Medium,0.42,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.75,Seen,Rule-consistent known chemical class,Yes
Aldehyde,Unknown,Medium,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Alkene+Ether,Unknown,Low,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Alcohol+Ether+Nitrile,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene,Unknown,Low,Medium,Low,0.65,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring+Phenol,Unknown,Low,Low,High,0.67,Novel,Predicted theoretical compound,No
Aldehyde+Ether,Unknown,Low,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Aromatic Ring+Sulfonamide+Thiol,Unknown,Medium,Low,High,0.67,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Low,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring+Ketone+Sulfide,Unknown,Medium,Low,High,0.55,Novel,Predicted theoretical compound,No
Alkyne+Ether,Unknown,Low,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Nitrile+Phenol,Unknown,Medium,Medium,Medium,0.7,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Alkyne+Halide,Unknown,High,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Ether+Sulfide+Sulfonamide,Unknown,Medium,Medium,Medium,0.41,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Alcohol+Halide,Unknown,High,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.68,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Amide,Unknown,Low,High,High,0.65,Novel,Predicted theoretical compound,No
Alcohol+Alkyne+Sulfide,Unknown,Medium,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Carboxylic Acid+Nitro,Unknown,High,High,Medium,0.41,Novel,Predicted theoretical compound,No
Acid Chloride+Phenol,Unknown,Medium,Low,Low,0.56,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Amine,Unknown,Medium,Medium,Low,0.55,Novel,Predicted theoretical compound,No
Sulfide+Sulfonamide,Unknown,Medium,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Aldehyde+Amine+Nitro,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Acid Chloride+Amide+Carboxylic Acid,Unknown,Low,High,High,0.61,Novel,Predicted theoretical compound,No
Halide+Nitrile+Sulfide,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Heterocycle+Ketone,Unknown,Medium,Medium,Medium,0.44,Novel,Predicted theoretical compound,No
Ester+Thiol,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Aldehyde+Alkyne+Sulfide,Unknown,Medium,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Acid Chloride+Alkyne+Amide,Unknown,Low,High,High,0.49,Novel,Predicted theoretical compound,No
Amide+Aromatic Ring+Ketone,Unknown,Low,Low,High,0.44,Novel,Predicted theoretical compound,No
Aldehyde+Ether,Unknown,Low,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Carboxylic Acid+Phenol,Unknown,Low,High,Medium,0.62,Novel,Predicted theoretical compound,No
Carboxylic Acid+Halide+Ketone,Unknown,High,High,Medium,0.53,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Alkene+Nitro,Unknown,High,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Heterocycle+Thiol,Unknown,Medium,Medium,Medium,0.44,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Low,Medium,0.81,Seen,Rule-consistent known chemical class,Yes
Ester+Nitro,Unknown,High,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Amide+Amine,Unknown,Medium,High,High,0.58,Novel,Predicted theoretical compound,No
Sulfonamide+Thiol,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Aldehyde+Amide+Thiol,Unknown,Medium,High,High,0.63,Novel,Predicted theoretical compound,No
Amine+Phenol,Unknown,Medium,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid,Unknown,Low,High,Medium,0.62,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Low,Medium,0.81,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Amide,Unknown,Medium,High,High,0.47,Novel,Predicted theoretical compound,No
Ester+Heterocycle+Ketone,Unknown,Low,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Alkene+Halide,Unknown,High,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Alkene+Heterocycle+Phenol,Unknown,Low,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Aromatic Ring+Thiol,Unknown,Medium,Low,High,0.55,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid+Heterocycle,Unknown,Low,High,Medium,0.67,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.54,Novel,Predicted theoretical compound,No
Alkyne+Ketone,Unknown,Medium,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Acid Chloride+Amide,Unknown,Medium,High,High,0.65,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Low,Medium,Medium,0.45,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.81,Seen,Rule-consistent known chemical class,Yes
Nitrile,Nitrile Compound,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Amine+Ester+Sulfonamide,Unknown,Low,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.84,Seen,Rule-consistent known chemical class,Yes
Nitrile,Nitrile Compound,Medium,Low,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Ether+Sulfonamide,Unknown,Medium,Low,Medium,0.67,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Medium,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Thiol,Thiol Compound,Medium,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Alkene+Ketone,Unknown,Medium,Low,Low,0.54,Novel,Predicted theoretical compound,No
Heterocycle+Sulfide,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Alkene+Nitro,Unknown,High,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Aromatic Ring+Sulfonamide,Unknown,Medium,Low,High,0.54,Novel,Predicted theoretical compound,No
Aldehyde+Carboxylic Acid,Unknown,Medium,High,Medium,0.45,Novel,Predicted theoretical compound,No
Alcohol+Ester+Nitro,Unknown,High,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.51,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.56,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Ether+Nitrile+Nitro,Unknown,High,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Ether+Sulfonamide,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Alcohol+Nitro+Thiol,Unknown,High,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Alkyne+Ether+Nitrile,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Acid Chloride+Amine+Aromatic Ring,Unknown,Medium,Low,Low,0.65,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.84,Seen,Rule-consistent known chemical class,Yes
Alkene,Alkene,Low,Medium,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Halide,Unknown,High,Low,Medium,0.45,Novel,Predicted theoretical compound,No
Alcohol+Amide+Phenol,Unknown,Low,High,High,0.62,Novel,Predicted theoretical compound,No
Amide+Aromatic Ring+Ether,Unknown,Medium,High,High,0.51,Novel,Predicted theoretical compound,No
Alkyne+Sulfide,Unknown,Medium,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Alkyne,Unknown,Low,Low,Low,0.42,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Alkene+Phenol,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring,Unknown,Low,Low,High,0.45,Novel,Predicted theoretical compound,No
Alcohol+Sulfide,Unknown,Medium,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Acid Chloride+Ketone,Unknown,Medium,Medium,Low,0.43,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Ether+Nitrile+Sulfonamide,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Amide+Halide,Unknown,High,High,High,0.51,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Sulfonamide,Unknown,Low,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Amide+Ester+Sulfonamide,Unknown,Low,High,Medium,0.62,Novel,Predicted theoretical compound,No
Aromatic Ring+Ketone+Sulfonamide,Unknown,Medium,Low,High,0.6,Novel,Predicted theoretical compound,No
Aldehyde+Halide,Unknown,High,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Medium,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Alkyne,Alkyne,Low,Low,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Ketone,Unknown,Medium,Medium,Low,0.45,Novel,Predicted theoretical compound,No
Alkene+Aromatic Ring+Heterocycle,Unknown,Medium,Low,High,0.6,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.46,Novel,Predicted theoretical compound,No
Acid Chloride+Aromatic Ring,Unknown,Low,Low,Low,0.51,Novel,Predicted theoretical compound,No
Aldehyde+Ester+Sulfonamide,Unknown,Medium,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Medium,Medium,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring+Ester+Nitro,Unknown,High,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Alcohol+Heterocycle+Sulfide,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Alcohol+Phenol,Unknown,Low,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring+Nitrile,Unknown,Medium,Low,High,0.59,Novel,Predicted theoretical compound,No
Aromatic Ring+Nitrile,Unknown,Medium,Low,High,0.7,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.92,Seen,Rule-consistent known chemical class,Yes
Alkyne,Alkyne,Medium,Medium,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Halide+Sulfonamide,Unknown,High,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Acid Chloride+Carboxylic Acid+Ether,Unknown,Medium,High,Low,0.61,Novel,Predicted theoretical compound,No
Aldehyde+Aromatic Ring,Unknown,Low,Low,High,0.57,Novel,Predicted theoretical compound,No
Alkene+Amide+Phenol,Unknown,Medium,High,High,0.52,Novel,Predicted theoretical compound,No
Alcohol+Ether+Phenol,Unknown,Low,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Acid Chloride+Ketone+Sulfonamide,Unknown,Medium,Low,Low,0.67,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Alkene+Nitro,Unknown,High,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.8,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Phenol+Thiol,Unknown,Medium,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Aldehyde+Aromatic Ring+Phenol,Unknown,Medium,Low,High,0.59,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde+Ether,Unknown,Low,Low,Low,0.42,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Alkyne+Ester+Thiol,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Alkene+Amine+Halide,Unknown,High,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Ester+Ether+Sulfide,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Ketone+Thiol,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Thiol,Unknown,Medium,Medium,Low,0.62,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Low,Medium,0.62,Novel,Predicted theoretical compound,No
